sample-data2.txt   2 channels (stereo)
Left channel then Right channel on same line.
Sample Rate: 44100 Hz. Sample values on linear scale.
Length processed: 1000 samples 0.02268 seconds.


0.00040	0.00027
0.00037	0.00021
0.00040	0.00018
0.00034	0.00015
0.00037	0.00024
0.00034	0.00018
0.00031	0.00018
0.00043	0.00018
0.00037	0.00012
0.00034	0.00018
0.00037	0.00018
0.00031	0.00015
0.00037	0.00018
0.00034	0.00021
0.00037	0.00012
0.00037	0.00021
0.00037	0.00012
0.00037	0.00018
0.00031	0.00018
0.00034	0.00015
0.00027	0.00012
0.00034	0.00012
0.00034	0.00012
0.00031	0.00012
0.00027	0.00021
0.00027	0.00018
0.00031	0.00015
0.00027	0.00009
0.00031	0.00009
0.00031	0.00015
0.00034	0.00012
0.00027	0.00009
0.00031	0.00012
0.00027	0.00006
0.00024	0.00006
0.00027	0.00009
0.00024	0.00015
0.00027	0.00018
0.00027	0.00009
0.00024	0.00009
0.00027	0.00015
0.00024	0.00006
0.00024	0.00015
0.00027	0.00009
0.00027	0.00018
0.00031	0.00012
0.00027	0.00012
0.00027	0.00006
0.00024	0.00006
0.00027	0.00006
0.00024	0.00009
0.00024	0.00006
0.00024	0.00012
0.00024	0.00012
0.00027	0.00009
0.00031	0.00012
0.00021	0.00003
0.00027	0.00009
0.00024	0.00009
0.00031	0.00009
0.00018	0.00009
0.00024	0.00009
0.00024	0.00009
0.00024	0.00006
0.00024	0.00012
0.00027	0.00003
0.00027	0.00009
0.00021	0.00006
0.00021	0.00006
0.00018	0.00006
0.00018	0.00003
0.00024	0.00006
0.00021	0.00009
0.00024	0.00006
0.00024	0.00003
0.00021	0.00000
0.00021	0.00012
0.00021	0.00009
0.00018	0.00012
0.00021	0.00012
0.00027	0.00009
0.00027	0.00009
0.00021	0.00009
0.00024	0.00009
0.00021	0.00009
0.00024	0.00006
0.00018	0.00006
0.00018	0.00006
0.00015	0.00000
0.00021	0.00003
0.00018	0.00012
0.00021	0.00009
0.00024	0.00006
0.00018	0.00003
0.00018	0.00012
0.00027	0.00006
0.00024	0.00003
0.00024	0.00009
0.00021	0.00006
0.00021	0.00006
0.00015	0.00006
0.00021	-0.00003
0.00024	0.00006
0.00024	0.00006
0.00021	0.00009
0.00024	0.00003
0.00021	0.00006
0.00018	0.00009
0.00018	0.00006
0.00015	0.00006
0.00018	0.00000
0.00018	0.00009
0.00015	0.00003
0.00018	0.00009
0.00015	0.00009
0.00024	0.00009
0.00018	0.00006
0.00018	0.00006
0.00018	0.00003
0.00015	0.00006
0.00018	0.00006
0.00021	0.00006
0.00018	0.00006
0.00018	0.00003
0.00018	0.00003
0.00021	0.00003
0.00018	0.00000
0.00021	0.00009
0.00018	0.00003
0.00018	0.00000
0.00015	0.00006
0.00024	0.00006
0.00015	0.00006
0.00021	0.00003
0.00018	0.00003
0.00015	-0.00003
0.00018	0.00003
0.00018	0.00003
0.00018	0.00006
0.00021	0.00009
0.00021	0.00000
0.00018	0.00006
0.00012	0.00003
0.00018	0.00000
0.00024	0.00006
0.00021	0.00012
0.00021	0.00003
0.00021	0.00009
0.00018	0.00006
0.00015	0.00003
0.00027	-0.00003
0.00018	0.00000
0.00015	0.00003
0.00015	0.00009
0.00018	0.00003
0.00018	0.00006
0.00021	0.00000
0.00021	0.00000
0.00015	0.00006
0.00021	0.00003
